Name,NSamples,minBookDepth,p25BookDepth,p50BookDepth,p75BookDepth,p90BookDepth,p99BookDepth,p999BookDepth,p9999BookDepth,maxBookDepth
AETI,1981,0,0,0,29,127,500,15048361,19504385,19999499
AEY,2147,0,0,0,4,24,245,17474486,19747177,19999699
AEZS,6911,0,5,21,150,650,4833,15545978,19558736,20004599
AF,29510,0,0,0,2,7,75,391,12623563,19998763
AF-C,140,0,0,0,322,610,972,1134,1134,1134
AFA,2179,0,0,0,0,0,723,1378,1486,1486
AFAM,14402,0,0,2,22,58,875,2001624,18196770,19996231
AFB,1186,0,0,0,2,277,430,430,430,430
AFC,176,0,0,191,655,697,14132644,19410519,19938306,19996950
AFCB,187,0,0,225,686,7937321,18791058,19876431,19984969,19997029
AFFX,45930,0,0,0,2,7,302,824,16172565,19998898
AFG,55168,0,0,1,3,9,455,1453,7598069,9994052
AFGE,413,0,0,0,0,256,826,1156,1156,1156
AFH,7208,0,0,0,10,32,468,9704614,18968945,19998316
AFK,3794,0,0,4,29,99,742,5258506,9523514,9997404
AFL,377401,0,0,3,7,14,32,422,1215,3769
AFM,136,0,0,78,608,1042,1376,1505,1505,1505
AFMD,4133,0,0,2,12,55,163,3588,9601,10337
AFOP,28607,0,0,4,14,17,412,1091,17615361,19998504
AFQ,174,0,0,80,560,748,2603907,18257330,19822673,19996600
AFSD,458,0,0,0,0,467,1347,1485,1485,1485
AFSI,66574,0,0,1,6,11,372,1516,12601456,19994792
AFSI-A,380,0,0,1,568,1245,17943633,19791529,19976318,19996851
AFSI-B,96,0,0,14,453,676,957,957,957,957
AFSI-C,496,0,0,0,0,391,14163864,19413463,19938423,19996752
AFT,789,0,0,0,5,154,535,570,570,570
AFW,172,0,0,264,859,1520,14266032,19423994,19939790,19997101
AG,128456,0,0,0,1,4,13,177,609,7235
AGA,508,0,0,14,163,717,2280,2280,2280,2280
AGC,2087,0,0,0,2,113,186,14783333,19477760,19999363
AGCO,112385,0,0,1,5,10,36,875,1634,9995650
AGD,14154,0,0,0,153621,12060715,19204972,19919398,19990840,19998779
AGEN,22065,0,0,0,1,14,242,5293549,18528919,19999516
AGF,360,0,0,37,87,330,788,788,788,788
AGG,37237,0,0,2,7,14,113,2347,8956110,9988795
AGI,54091,0,0,0,1,2,32,157,283,296
AGII,26554,0,0,2,10,24,979,2469,16677045,19994564
AGIIL,5597,0,0,4,6,41,696,1347780,18131871,19996771
AGIO,71851,0,0,1,18,52,2712,8858084,18875628,19988689
AGLS,621,0,0,1,132,558,605,1579,1579,1579
AGM,12322,0,0,5,18,153,770,6311418,18628592,19997167
AGM-A,94,0,0,75,450,665,961,961,961,961
AGM-B,78,0,0,80,387,649,1036,1036,1036,1036
AGM-C,94,0,0,78,535,909,955,955,955,955
AGM.A,268,0,59,213,259,455,520,520,520,520
AGN,189770,0,1,6,17,41,165,3480,3218775,9977926
AGNC,121511,0,0,0,4,11,428,1345,4814404,19997849
AGNCB,3834,0,0,5,14,81,697,746,9515,12323
AGNCP,2783,0,0,3,6,27,747,848,17215370,19997299
AGND,5093,0,5,16,26,33,886,9814369,18977444,19995564
AGO,168806,0,0,1,3,6,14,492,11116307,19997503
AGO-B,120,0,77,478,684,899,1380,1443,1443,1443
AGO-E,477,0,0,0,246,530,983,1423,1423,1423
AGO-F,138,0,0,406,791,1864,2197,2197,2197,2197
AGOL,3949,0,0,0,0,4,3487,3862,16041934,19987474
AGQ,108558,0,0,1,5,10,35,1208,4358,10013
AGRO,7379,0,0,0,1,7,220,264,16310769,19999199
AGRX,1502,0,0,7,67,241,540,16245186,19623685,19999074
AGTC,11328,0,0,3,19,141,708,1480,14335716,19997629
AGU,290860,0,0,2,5,16,51,784,3180,19989230
AGX,9699,0,0,0,14,28,867,1251,8785506,9996899
AGYS,6900,0,0,4,11,84,1360,15400348,19539097,19998959
AGZ,449,0,0,425,933,2304,35570,117383,125564,126474
AGZD,2108,0,5,13,21,37,1412,14727626,19468252,19994989
AHC,3648,0,0,0,10,69,364,16160226,19615205,19999092
AHGP,19991,0,1,17,39,56,1649,2248,15995512,19990892
AHH,5650,0,0,0,2,7,309,5878159,18586675,19998733
AHL,42327,0,0,1,5,9,344,14804,44277,47552
AHL-A,2382,0,0,0,0,2,655,715,11483,12360
AHL-B,236,0,0,0,406,708,941,1177,1177,1177
AHL-C,158,0,0,228,614,679,947,1140,1140,1140
AHP,6528,0,0,0,3,15,492,581,869,869
AHPI,2966,0,0,2,5,40,337,17175808,19717438,19999842
AHS,16486,0,0,2,5,10,471,835,17251353,19998068
AHT,31129,0,0,0,1,4,77,307,311,359
AHT-A,86,0,0,0,428,1009,17131655,19710650,19968549,19997205
AHT-D,448,0,0,0,0,641,898,1140,1140,1140
AHT-E,138,0,23,134,507,723,1005,1180,1180,1180
AI,19461,0,0,1,5,10,188,862,904,904
AIA,3394,0,0,4,25,51,1541,15472029,19542819,19995130
AIB,616,0,0,0,0,0,13515537,19349059,19932412,19997229
AIF,912,0,0,0,0,180,836,10881020,19086017,19997684
AIG,715964,0,0,0,2,6,14,249,1022,19995070
AIG+,1072,0,0,0,70,384,834,910,1697,1697
AIII,335,0,2,24,43,1877,2741,2741,2741,2741
AIMC,28117,0,0,1,7,23,649,1171,15313027,19997417
AIN,15797,0,0,3,13,31,974,1177,8023522,9996461
AINC,1813,0,0,500,1036,2648,1873086,18173385,19803415,19984530
AINV,76178,0,0,0,2,7,192,688,14141120,19999295
AIQ,9540,0,1,17,29,168,807,15939140,19591316,19997114
AIR,33633,0,0,7,15,22,208,844,1104,1355
AIRI,554,0,0,38,109,278,13075890,19306431,19929485,19998714
AIRM,68149,0,0,1,4,11,300,1228,10264750,19995885
AIRR,21815,0,0,2,3,4,68,503,12729060,19998286
AIRT,3021,0,0,5,26,253,11724165,19170587,19915229,19997968
AIT,50889,0,0,2,10,19,72,1383,14909349,19995946
AIV,205870,0,0,3,7,11,25,793,4419,19996050
AIV-A,131,0,0,140,577,719,15632243,19560712,19953559,19997209
AIV-Z,116,0,0,78,315,723,933,1133,1133,1133
AIW,122,0,0,215,521,865,17557894,19753005,19972516,19996907
AIXG,38969,0,0,1,2,4,71,301,15129525,19999250
AIY,459,0,0,0,0,643,1832,16937974,19690832,19996706
AIZ,130182,0,1,4,8,18,64,2204,54565,68013
AJG,133593,0,0,2,7,11,33,878,4922,19995483
AKAM,316138,0,1,4,10,22,83,4282,4567,19994148
AKAO,5648,0,0,1,9,70,349,5883186,18587268,19998833
AKBA,11149,0,0,1,9,67,661,13442630,19343227,19998849
AKER,512,0,0,25,98,107,13174792,19317140,19931375,19999624
AKG,4827,0,0,0,1,7,48,85,345,345
AKO.A,1277,0,33,88,182,258,525,17677335,19766280,19998386
AKO.B,2652,0,0,0,6,107,399,12423622,19240726,19998183
AKP,420,0,0,0,167,367,438,589,589,589
AKR,49556,0,0,1,5,11,77,1049,1310,1711
AKRX,143945,0,0,1,4,7,82,1244,11532281,19995695
AKS,77402,0,0,0,1,6,32,415,7102756,19999618
AL,115257,0,0,4,10,18,47,683,1029,1501
ALB,271398,0,0,1,5,11,33,452,1351,2843
ALCO,12108,0,0,29,35,50,1377,15055494,19501125,19995085
ALD,2756,0,0,12,40,47,4176,37249,41406,41868
ALDR,12621,0,0,1,13,28,729,904,15791945,19997333
ALDW,6421,0,0,2,7,17,456,580,909,909
ALDX,23985,0,0,7,71,96,290,435,702,19998819
ALE,84256,0,2,23,34,42,58,1578,9467929,19994289
ALEX,23862,0,0,0,8,19,806,1312,16020873,19996105
ALFA,24149,0,47,49,52,59,218,1229,16282301,19995829
ALG,7901,0,0,1,24,53,1264,128631,9008751,9995432
ALGN,162435,0,0,1,6,14,160,1096,5235428,19994479
ALGT,65947,0,0,14,43,136,1301,13825820,19366386,19982005
ALIM,12207,0,0,1,7,13,163,7795793,18778983,19999338
ALJ,68488,0,0,0,2,4,44,360,382,465
ALK,473504,0,1,4,8,15,45,522,1449,19993292
ALKS,141344,0,0,3,7,31,375,1756,11683483,19992739
ALL,295885,0,0,3,6,9,21,696,1915,19993008
ALL-A,1102,0,0,0,0,13,1346,16325364,19630088,19997280
ALL-B,488,0,0,0,8,541,3736881,18371186,19834616,19997220
ALL-C,912,0,0,0,0,200,1071,16958246,19693157,19997036
ALL-D,210,0,0,0,346,863,12999865,19297376,19927127,19997100
ALL-E,668,0,0,0,6,571,1243,17771297,19774504,19997083
ALL-F,1838,0,0,0,0,4,1424,13872871,19384700,19997126
ALLB,336,0,49,165,413,497,8802018,18878603,19886261,19998224
ALLE,121822,0,2,5,12,24,115,1070,1637,3180
ALLT,14954,0,0,0,3,8,256,5049511,18504142,19999101
ALLY,107005,0,0,1,3,7,31,451,515,198114
ALLY-A,1468,0,0,0,0,19,1000,1493,1493,1493
ALLY-B,1973,0,0,0,0,128,775,775,775,775
ALN,7844,0,0,0,18,6962491,18696153,19869519,19986856,19999894
ALNY,85936,0,2,10,29,79,742,3476,17079779,19990795
ALOG,30164,0,0,8,50,107,882,2603,16642347,19991669
ALOT,354,0,41,130,407,446,16273324,19625904,19961162,19998413
ALP-N,116,0,69,469,691,918,16684249,19665950,19964120,19997251
ALP-O,102,0,0,80,544,966,16598439,19657230,19963109,19997096
ALP-P,94,0,13,400,633,695,1185,1185,1185,1185
ALQA,1362,0,0,1,20,125,2979181,18297463,19829291,19999495
ALR,77700,0,0,1,5,11,162,861,4462986,19995970
ALR-B,1243,0,0,0,1014,2542,17329173,19705114,19942708,19969108
ALSK,2921,0,0,3,35,72,821,17079578,19707797,19999822
ALSN,142419,0,0,1,5,9,23,619,933,19996837
ALTL,3097,0,0,0,6,15,1047,3415,3415,3415
ALTR,495676,0,0,1,5,12,23,606,1209,19996696
ALTS,176,0,0,0,336,908,1556,1556,1556,1556
ALTV,222,0,0,48,191,360,534,17779718,19777124,19999059
ALU,47179,0,0,0,4,7,15,133,12743288,19999657
ALV,206645,0,0,2,7,15,43,635,3183,3209
ALX,1870,0,0,75,2014,147844,434043,462663,465525,465843
ALXA,1354,0,0,5,52,82,4959264,18495735,19849382,19999788
ALXN,299991,0,2,12,38,100,469,3765,16497979,19982285
AM,8422,0,0,0,5,21,669,1275,17191115,19997379
AMAG,43107,0,0,0,4,30,1171,2600,16681361,19995751
AMAT,795105,0,0,0,2,9,19,459,1292,19997711
AMBA,63458,0,0,6,36,65,1543,4989,17980963,19994439
AMBC,30589,0,0,0,3,14,544,955,12353076,19997433
AMBCW,996,0,0,0,18,406,6722847,18671019,19865836,19998594
AMBR,3961,0,0,0,2,16,290,479,479,479
AMC,11106,0,0,0,5,20,816,1073,8147588,9997132
AMCC,36507,0,0,0,1,9,154,2619998,18261572,19999525
AMCF,750,0,0,1,22,51,11668635,19166686,19916491,19999803
AMCN,1606,0,0,4,24,61,6038210,18603632,19860175,19999791
AMCO,2388,0,0,1,15,39,1305,15659149,19565779,19999850
AMCX,111648,0,0,3,8,32,152,1349,1396187,19993321
AMD,94294,0,0,0,1,7,179,1232,15038196,19999731
AMDA,1696,0,0,50,1070,2115,4193,17175680,19719287,20001910
AME,277496,0,0,3,7,14,32,451,1299,1299
AMED,36119,0,0,1,4,14,636,903,15484089,19997205
AMFW,25988,0,0,0,2,3,11,341,351,368
AMG,114653,0,3,11,26,85,348,2553432,9236707,9979294
AMGN,394759,0,1,7,17,32,241,4231,16494959,19984889
AMH,37443,0,0,0,2,8,132,7853,16963,17976
AMH-A,178,0,0,430,657,728,728,728,728,728
AMH-B,148,0,202,566,681,728,790,790,790,790
AMH-C,309,0,0,0,0,453,967,1131,1131,1131
AMIC,288,0,38,111,251,314,15569464,19555935,19954582,19998877
AMID,3816,0,0,4,14,123,519,578,1346,1346
AMJ,58618,0,0,1,6,15,311,899,1387,19995480
AMKR,81269,0,0,1,6,12,53,547,15220174,19999354
AMLP,89127,0,0,1,3,7,21,333,362,414
AMNB,9210,0,0,7,20,41,646,15613622,19559333,19997746
AMOT,8989,0,0,6,19,42,647,1196,15504878,19997749
AMOV,10118,0,0,12,136,204,589,13472441,19345308,19997849
AMP,318060,0,1,6,12,20,58,1004,3242,19987304
AMPE,9256,0,0,0,2,17,144,180,16915019,19999505
AMPH,7952,0,0,0,6,16,585,6749556,18673825,19998744
AMPS,294,0,0,18,263,1351,1740,17054926,19699363,19993190
AMRB,2854,0,0,0,17,69,278,12865978,19285471,19998748
AMRC,7588,0,0,0,4,9,172,12413528,19240819,19999407
AMRE,2018,0,0,0,1,27,746,9911201,18988720,19997334
AMRI,46203,0,0,1,10,13,164,491,14224905,19998365
AMRK,1486,0,0,0,0,73,533,15754519,19574506,19998949
AMRN,3171,0,0,3,102,1002,4148941,18414799,19841385,19999895
AMRS,4898,0,0,0,3,33,594,16233105,19623151,19999823
AMS,18466,0,0,0,69,6024611,18602225,19859986,19985762,19999738
AMSC,31972,0,7,19,59,154,2382,3177266,18320155,20002699
AMSF,42475,0,0,0,7,41,300,1211,12919941,19995880
AMSG,57934,0,0,2,9,25,418,1617,11722584,19994543
AMSGP,14358,0,0,272,475,219877,10817915,11877719,11983699,11995475
AMSWA,6513,0,0,0,7,48,247,12764600,19275695,19999150
AMT,249112,0,1,5,10,17,47,1184,2068,19990252
AMT-A,2444,0,0,0,22,330,2206,4619,5777,5886
AMTD,338575,0,0,2,8,14,27,274,723,19996758
AMTG,17757,0,0,0,3,7,268,458,581,590
AMTG-A,388,0,0,0,0,244,697,697,697,697
AMTX,2548,0,0,2,28,94,723,3017521,18301402,19999611
AMU,31615,0,0,3,8,11,455,648,748,748
AMWD,15212,0,0,1,27,43,1105,989549,18095217,19995847
AMX,167877,0,0,0,2,6,13,531,1101,1380
AMZA,826,0,0,0,0,440,646,967,967,967
AMZG,2450,0,0,4,331,1478,3167,10204552,19024165,20004123
AMZN,530337,0,3,12,26,78,4115938,18379690,19806065,19964552
AN,160131,0,0,3,12,27,88,1173,1404,19994039
ANAC,38506,0,0,0,5,22,825,1907,14497791,19996239
ANAD,2444,0,0,3,31,1395,8893634,18889259,19888821,19999884
ANAT,14097,0,1,59,436,937,3598,16282444,19618580,19989262
ANCB,870,0,253,680,1794,11754226,19173294,19915200,19989391,19997635
ANCI,1184,0,3,22,56,89,9238892,18923574,19892042,19999650
ANCX,11259,0,0,0,11,17,504,16307958,19629152,19998174
AND,791,0,0,30,66,243,10695738,19068386,19905651,19998681
ANDE,54008,0,0,1,5,23,355,2360,13247665,19995438
ANET,7673,0,0,18,45,113,1291,3111,3758,3758
ANF,207535,0,0,1,6,12,31,492,774,19997484
ANFI,3110,0,0,4,51,104,351,939,16889546,19998542
ANGI,26227,0,0,0,4,10,253,3153,17982617,19999527
ANGL,256,0,0,113,643,747,5733915,9570956,9954660,9997294
ANGO,29441,0,0,3,10,13,531,695,16728004,19998098
ANH,10025,0,0,0,0,4,142,291,17493928,19999488
ANH-A,112,0,0,451,700,1401,16798640,19677550,19965441,19997429
ANH-B,76,0,0,5,466,894,17465125,19744271,19972186,19997510
ANH-C,86,0,0,0,0,872,17131426,19710385,19968281,19996937
ANIK,34646,0,0,1,14,28,1073,3518,17332215,19996107
ANIP,19516,0,0,0,9,50,1588,1417587,18136763,19994450
ANN,114881,0,0,4,10,20,117,947,1003,196664
ANR,23584,0,0,0,7,58,945,2801,12140568,19999895
ANSS,90806,0,0,5,12,34,452,1743,14320219,19991868
ANTH,8365,0,0,0,2,20,242,13309500,19330716,19999741
ANTM,178524,0,3,8,14,26,104,1187,2793,11433
ANV,25313,0,1,28,78,98,998,2877,16836846,20000214
ANW,21004,0,0,0,4,9,385,509,14749231,19998534
ANY,3003,0,0,2,25,109,3109,17855206,19785188,19999631
AOA,98231,0,44,49,54,58,67,792,1459,14385
AOD,4017,0,0,0,1,8,258,272,17321764,19998955
AOI,5443,0,0,0,1,29,2800,14558284,19455733,19999895
AOK,11971,0,3,45,50,57,555,1103,8800599,9996707
AOL,89850,0,0,2,6,12,55,872,1375,2791
AOM,12868,0,1,44,50,58,627,888,8710757,9996458
AON,240097,0,1,5,10,16,46,881,2186,19990945
AOR,22224,0,1,49,54,59,247,932,1004,1004
AOS,109826,0,0,2,5,8,43,1309,9540147,19994028
AOSL,6203,0,0,0,9,61,312,9663823,18965584,19999114
AP,5197,0,0,4,34,127,570,11339343,19132101,19997963
APA,629105,0,0,3,8,17,47,442,1384,19993600
APAM,10465,0,0,1,17,39,1278,12246985,19220141,19994937
APB,743,0,0,0,114,269,527,948,948,948
APC,507432,0,0,3,7,15,52,657,1788,19991586
APD,245478,0,3,8,14,28,97,2761,10553140,19985305
APDN,1088,0,0,24,66,118,1366,17280390,19727737,19999665
APDNW,127,0,0,42,240,2965,16372216,19637090,19963577,19999854
APEI,35247,0,0,1,14,37,589,1009,14124573,19996609
APF,660,0,0,0,45,292,499,662,662,662
APH,186734,0,0,3,6,9,29,1058,4131,19994620
API,1174,0,0,200,961,1202,1684,1955,2700,2700
APL,86040,0,0,0,2,9,162,826,1024,2544
APL-E*,85,0,0,0,453,805,969,969,969,969
APO,64772,0,0,2,5,10,38,788,1557,1953
APOG,30290,0,0,1,7,31,516,1494,16211080,19995540
APOL,145823,0,0,2,7,15,27,942,3801009,19997442
APP,13038,0,3,13,31,54,2016,6965433,18696992,20000499
APPS,5587,0,0,3,21,59,111,16276005,19627314,19999682
APPY,6121,0,0,15,714,1470,10730918,19077861,19912556,20005300
APRI,1920,0,0,2,38,115,911,13601502,19360021,19999857
APSA,243,0,62,293,644,2037,17885355,19786392,19976496,19997619
APT,2733,0,0,0,1,20,370,678,17267451,19999732
APTO,988,0,1,11,35,141,905,29020,32066,32405
APTS,2820,0,0,0,6,199,378,486,908,908
APU,34667,0,0,0,3,10,327,1500,11332497,19994849
APWC,1087,0,0,0,0,5,149,9155,9983,10075
AQXP,26895,0,0,0,6,17,128,387,13277172,19998858
AR,98992,0,0,1,5,14,248,998,3504838,19996460
ARAY,33817,0,0,0,2,7,213,428,14364687,19999227
ARC,10170,0,0,0,2,9,256,374,17457337,19999086
ARCB,52417,0,0,3,12,20,376,1446,14756832,19996235
ARCC,121663,0,0,1,3,7,122,474,10989260,19998328
ARCI,440,0,13,45,78,131,14501171,19449864,19944733,19999719
ARCO,9981,0,0,0,1,5,155,177,1025,1025
ARCP,107924,0,0,0,1,7,206,866,9209871,19999074
ARCPP,4410,0,0,0,0,14,637,7402126,18737724,19997235
ARCW,6780,0,0,7,8,47,666,8702478,18869531,19999204
ARCX,873,0,0,171,307,518,1647,18018,21289,21653
ARDC,1097,0,0,0,2,304,470,470,470,470
ARDM,230,0,0,53,206,613,15818625,19581177,19957432,19999239
ARDX,21230,0,0,0,15,148,691,14102890,19408551,19998069
ARE,38037,0,0,0,6,32,676,2584,17174847,19990337
ARE-E,1408,0,0,0,0,0,938,15305831,19528220,19997375
ARES,3737,0,0,0,11,109,554,806,808,808
AREX,60757,0,0,0,2,8,192,1257,13925365,19999349
ARG,116704,0,1,9,33,65,174,2270,8883034,19988571
ARGS,2441,0,0,1,15,135,670,17965588,19795803,19999161
ARGT,7070,0,5,23,28,35,509,990,1008,1008
ARH-C,2239,0,0,0,0,0,576,986,1217,1217
ARI,28213,0,0,0,2,4,116,506,12947445,19998350
ARI-A,92,0,0,88,475,900,16931770,19690701,19966594,19997249
ARIA,123814,0,0,0,4,9,189,1563,12718238,19999362
ARII,33070,0,0,1,10,36,1418,3484,17452355,19994920
ARIS,624,0,0,5,30,96,119,16880448,19687691,19999607
ARKG,286,0,0,67,433,765,1351,1372,1372,1372
ARKK,91,0,0,136,428,576,761,761,761,761
ARKQ,789,0,0,0,0,199,707,1313,1313,1313
ARKR,1029,0,0,167,222,673,9169749,18914266,19888718,19996991
ARKW,572,0,0,13,296,686,863,1430,1430,1430
ARL,402,0,4,37,169,5345217,12053866,12724731,12791817,12799272
ARLP,68753,0,0,1,5,15,1062,3568,17848714,19996313
ARMF,268,0,0,0,192,516,2137528,18211459,19818852,19997452
ARMH,359562,0,1,3,9,14,25,861,2175,19995325
ARMK,82840,0,0,0,3,8,31,625,9646074,19996860
ARN,122,0,0,302,686,710,779,805,805,805
ARNA,95145,0,0,0,1,6,262,4362,17837763,19999562
ARO,25352,0,0,2,10,17,71,477,11551306,19999759
AROW,20959,0,1,14,22,37,473,771,17378492,19997368
ARP,22109,0,0,0,0,2,261,324,991,1352
ARP-D,334,0,0,0,20,427,752,797,797,797
ARPI,9770,0,0,0,2,10,493,880,15114902,19998255
ARQL,1513,0,0,5,56,1947,3193071,18319193,19831805,19999874
ARR,24765,0,0,0,1,5,97,498,649,9013
ARR-A,70,0,0,138,234,234,434,434,434,434
ARR-B,173,0,0,0,214,630,667,667,667,667
ARRS,233072,0,0,2,9,13,42,570,2953,19997352
ARRY,70340,0,0,0,2,12,187,468,15604308,19999307
ARTNA,4697,0,0,6,21,91,661,10607161,19058701,19997762
ARTW,726,0,0,7,41,134,11460672,19145618,19914112,19999501
ARTX,3657,0,0,0,7,65,644,12687679,19268556,19999765
ARU,154,0,0,76,529,1171,4603034,18457113,19842521,19996456
ARUN,175979,0,0,1,7,10,46,619,9650076,19998331
ARW,67851,0,0,2,6,10,159,1334,30782,58930
ARWR,58734,0,0,0,4,8,347,6344148,18633857,19999381
ARY,160,0,0,251,623,1019,1855,1855,1855,1855
ASA,4916,0,0,0,4,10,337,523,523,523
ASB,71232,0,0,1,2,6,86,521,11097285,19998305
ASB+,115,0,10,29,79,370,16714884,19671249,19966885,19999734
ASB-B,92,0,0,81,545,967,16931807,19690743,19966637,19997292
ASBB,370,0,351,2379,112489,12043774,19202545,19918422,19990009,19997964
ASBI,314,0,28,127,478,531,17833427,19781730,19976561,19998209
ASC,6082,0,0,0,4,10,329,619,619,619
ASCMA,25821,0,0,1,33,85,717,1461,14833214,19994774
ASEA,1598,0,0,0,5,72,547,7336844,9732268,9998427
ASEI,23721,0,0,6,37,88,1283,2100,15253367,19995256
ASFI,2348,0,0,0,0,41,2384,17237598,19722987,19999142
ASG,888,0,0,0,38,132,196,17780120,19777571,19999511
ASGN,54406,0,0,1,4,7,50,1189,3201514,9996449
ASH,161967,0,1,6,13,30,110,2456,16934745,19988152
ASHR,21418,0,0,0,3,32,420,852,9292052,19996502
ASHS,1667,0,0,0,7,74,893,2226,2226,2226
ASM,3420,0,0,2,3,4,48,82,7953,8563
ASMB,3429,0,0,0,20,201,750,4598,16571121,19999112
ASMI,9912,0,0,1,4,13,489,1982289,18194609,19995978
ASML,331952,0,0,3,10,21,56,742,3193,19989725
ASNA,141209,0,0,1,6,10,46,249,8235048,19998843
ASND,4928,0,0,15,25,36,546,11787594,19177041,19998091
ASPN,1632,0,0,8,51,156,269,359,359,359
ASPS,24679,0,0,3,12,51,782,12288500,19227032,19997981
ASPX,15654,0,0,0,10,50,1731,2115,13735866,19994033
ASR,26534,0,0,21,48,89,1396,2629645,9251039,9986750
ASRV,1997,0,0,0,4,81,184,17504110,19750140,19999699
ASRVP,231,0,0,8,130,742,14865945,19484167,19945989,19997303
AST,754,0,0,0,25,74,112,555,555,555
ASTC,1156,0,0,5,26,79,710,8442767,18844015,19999710
ASTE,20340,0,0,2,17,37,900,1371,17737277,19996294
ASTI,1521,0,1,940,1986,3423,7836326,18786583,19881609,20003279
ASUR,634,0,0,5,39,140,534,13661102,19365474,19999294
ASX,17312,0,0,0,1,2,55,197,226,228
ASYS,3784,0,0,4,25,83,437,13121178,19311375,19999175
AT,14273,0,0,0,1,6,76,234,425,425
ATAI,1618,0,0,0,6,86,510,17977561,19797311,19999506
ATAX,2285,0,0,0,8,69,172,6281,9969,10379
ATE,6173,0,0,0,1,3,235,351,354,354
ATEA,1020,0,0,4,32,48,8669424,18866784,19886520,19999825
ATEC,3575,0,0,0,0,26,741,14894010,19489251,19999834
ATEN,4930,0,0,0,3,15,159,1020,1520,1520
ATHM,18330,0,0,3,17,35,926,1597,16942755,19996449
ATHN,41529,0,0,3,62,131,2658,12231044,19210651,19986163
ATHX,7622,0,0,0,4,23,424,15517429,19551554,19999791
ATI,204239,0,0,2,7,16,42,548,784,1954
ATK,63874,0,4,22,91,186,906,2969,5805559,19987023
ATL,179,0,0,225,460,562,610,1535,1535,1535
ATLC,2259,0,0,0,0,48,175,17848867,19784642,19999729
ATLO,3826,0,0,0,46,201,829,14898136,19487632,19997576
ATLS,24481,0,0,0,2,10,283,864,1120,1959
ATML,139195,0,0,1,4,9,58,234,7348770,19999177
ATMP,46223,0,102,105,107,114,852,879,2299302,9996880
ATNI,25542,0,0,5,47,122,665,2123,16589669,19993272
ATNM,4262,0,0,1,10,48,162,182,182,182
ATNY,838,0,0,3,16,56,8829351,18882713,19888049,19999754
ATO,125388,0,0,2,5,8,46,1191,1290,19994265
ATOS,1443,0,0,4,61,558,1966997,18196586,19819545,19999874
ATR,22313,0,0,3,12,31,994,3969941,9391251,9993619
ATRA,6582,0,0,11,31,161,840,10598247,19057708,19997649
ATRC,12426,0,0,1,10,19,580,14596949,19457484,19997544
ATRI,707,0,0,303,3781967,13492206,19318349,19900964,19959225,19965699
ATRM,248,0,6,28,107,544,15491652,19548718,19954425,19999504
ATRO,20485,0,0,2,41,72,1537,1871,17435299,19994592
ATRS,14765,0,0,0,1,7,70,1548345,18154623,19999765
ATSG,17832,0,0,0,14,17,245,12413280,19240557,19999144
ATTO,2703,0,0,3,8,75,430,13243416,19323290,19998832
ATTU,6442,0,0,0,7,14,276,1076,17852327,19999019
ATU,67748,0,0,0,3,5,20,695,852,19997611
ATV,26234,0,0,0,2474,11936158,19193521,19919257,19991831,19999895
ATVI,346416,0,0,0,2,7,60,446,1703,19997906
ATW,276803,0,0,1,5,10,28,377,803,1337
AU,263153,0,0,0,1,6,13,335,378,2999
AUBN,274,0,19,165,577,665,16345623,19632407,19961086,19997606
AUDC,4736,0,0,0,3,30,416,16053906,19604927,19999485
AUMA,198,0,0,73,283,9299518,18929071,19892026,19988322,19999022
AUMAU,332,0,0,0,46,275,17112925,19710409,19970158,19999019
AUMAW,74,0,0,0,1350,1930,5436,5667,5690,5693
AUMN,58508,0,46,95,210,310,399,1884,3340,5344
AUNZ,1373,0,10,28,40,100,1149,7711367,9769451,9998128
AUO,20542,0,0,0,1,4,55,159,159,253
AUPH,2014,0,0,0,17,28,149,9932343,18992918,19999649
AUQ,70904,0,0,0,1,3,23,116,352,615
AUSE,2561,0,0,1,64,112,1435,5730861,9568470,9994872
AUY,154248,0,0,0,1,6,14,125,971,10326
AV,25403,0,0,1,2,3,12,447,454,456
AVA,40446,0,0,1,5,9,73,1088,1290,2472
AVAL,4698,0,0,0,1,6,292,514,520,520
AVAV,47375,0,0,2,12,19,650,1931,17037584,19997396
AVB,174409,0,1,8,20,39,108,3401,4485,182700
AVD,13261,0,0,1,3,7,311,3427703,18341765,19998884
AVEO,6505,0,0,9,40,309,3210,15664332,19566335,19999891
AVG,23889,0,0,2,4,8,491,746,8057680,19998000
AVGO,383396,0,2,7,14,33,159,2101,8017761,19989751
AVGR,4589,0,2,11,20,88,404,8529792,18851763,19998649
AVH,4460,0,0,0,4,11,353,4427251,9441634,9998788
AVHI,11264,0,0,0,9,30,453,12960544,19294366,19998124
AVID,10445,0,0,0,2,8,358,6076412,18606448,19998675
AVIV,14294,0,0,0,2,21,1064,1164,1538,1538
AVK,1179,0,0,1,18,383,714,714,714,714
AVL,5746,0,0,5,40,79,733,1783,17134682,20008133
AVNW,4223,0,0,0,7,40,1208,16872518,19687128,19999863
AVOL,2517,0,0,0,4,27,1046,15804505,19578692,19998047
AVP,148456,0,0,0,2,8,16,495,567,1022
AVT,132634,0,0,1,5,9,33,831,3424175,19995792
AVV,256,0,0,164,670,757,2004,2004,2004,2004
AVX,25537,0,0,1,3,6,90,289,322,322
AVY,142408,0,0,1,7,22,110,1033,18143,57472
