Name,NSamples,minBookDepth,p25BookDepth,p50BookDepth,p75BookDepth,p90BookDepth,p99BookDepth,p999BookDepth,p9999BookDepth,maxBookDepth
BSCF,1019,0,0,5,9,321,447,8724995,9870549,9997833
BSCG,526,0,0,5,166,421,3427526,9340751,9932074,9997777
BSCH,1031,0,0,2,113,363,727,8709904,9868934,9997716
BSCI,963,0,0,1,5,150,6245631,18622645,19860346,19997869
BSCJ,1463,0,0,0,4,206,629,8170418,9815118,9997863
BSCK,2700,0,1,4,6,12,608,6625259,9660585,9997844
BSCL,1453,0,0,1,3,15,862,17356801,19733564,19997649
BSCM,2785,0,0,2,4,8,593,1437821,18141857,19997861
BSCN,386,0,0,1,84,531,702,1899,1899,1899
BSCO,470,0,0,1,14,443,681,1919,1919,1919
BSD,670,0,0,0,43,339,416,554,554,554
BSDM,1399,0,34,393,808,2610,17061185,19712147,19977243,20006699
BSE,483,0,0,0,96,333,500,579,579,579
BSET,6213,0,0,2,29,85,685,14351514,19432999,19997609
BSF,749,0,0,56,103,303,10015278,19000536,19899062,19998899
BSFT,50857,0,0,1,8,21,269,909,15375704,19997284
BSI,352,0,0,0,2,51,74,146,146,146
BSJF,1922,0,0,0,2,21,523,662,662,662
BSJG,1133,0,0,0,5,208,8671700,18864819,19884131,19997388
BSJH,901,0,0,0,8,489,8739170,18871558,19884796,19997379
BSJI,791,0,0,0,7,498,9454756,18943165,19892006,19997433
BSJJ,1897,0,0,0,0,8,714,15256789,19523442,19997515
BSJK,345,0,0,7,161,707,1529,17698330,19767550,19997464
BSJL,381,0,0,3,100,694,954644,18093236,19807095,19997524
BSJM,311,0,0,3,99,689,4453337,18443109,19842087,19997529
BSL,682,0,0,1,55,402,757,757,757,757
BSMX,33113,0,0,0,1,4,20,386,966,966
BSPM,1062,0,0,18,201,1800,4000,17345577,19734468,19999901
BSQR,2630,0,0,4,23,41,191,15617425,19561353,19999568
BSRR,8945,0,0,5,15,47,532,14888311,19486971,19997934
BST,1058,0,0,0,15,319,555,16982,20860,21291
BSTC,10376,0,0,3,35,152,1187,8471850,18842631,19994941
BSV,15727,0,0,3,7,10,641,1643,1661,1661
BSX,345779,0,0,0,2,7,12,138,319,19998537
BT,95231,0,0,1,4,6,19,634,1739,1747
BTA,1313,0,0,0,0,92,383,514,514,514
BTAL,666,0,0,1,146,544,650,13340253,19332120,19997884
BTE,99486,0,0,0,2,5,23,480,722,1335
BTF,913,0,0,0,0,262,849,1038,1038,1038
BTG,18230,0,0,0,1,4,36,60,10887172,19999805
BTH,1739,0,0,2,28,178,374,16522016,19651272,19998968
BTI,166485,0,0,2,4,9,29,466,3152,3180
BTN,1301,0,0,3,9,97,310,13496339,19349251,19999575
BTO,7336,0,0,2,7,13,547,820,23065,25180
BTT,1346,0,0,0,10,455,12943,24211,25338,25464
BTU,272961,0,0,0,2,7,18,134,1194,19999363
BTX,4895,0,0,0,3,30,118,2290,17552756,19999595
BTX+,522,0,0,12,43,1044,2541,2541,2541,2541
BTZ,1722,0,0,0,0,91,430,15695017,19568287,19998651
BUD,583841,0,1,3,5,10,35,122,3404,14547
BUI,1435,0,0,0,3,122,597,1874,1874,1874
BUNL,808,0,90,120,184,508,821,2375,2375,2375
BUNT,186,0,0,136,980,1225,13797819,19374915,19932625,19994593
BUR,3704,0,0,1,17,27,87,216,16296698,19999721
BURL,60874,0,0,3,7,16,238,1462,12389604,19995081
BUSE,8525,0,0,0,2,41,206,9346117,18934041,19999366
BV,21558,0,0,0,2,8,241,663,17305198,19999162
BVA,496,0,4,29,91,122,16032675,19602912,19959935,19999605
BVN,85254,0,0,0,2,6,20,322,466,574
BVSN,2748,0,0,0,7,65,976,17252147,19724652,19999375
BVX,9453,0,0,0,31,7071503,18706822,19870354,19986707,19999636
BWA,289054,0,0,3,8,16,40,493,1468,1668
BWC,66345,0,0,1,3,6,27,635,13365311,19997236
BWEN,3799,0,0,2,19,134,755,12403580,19239895,19999486
BWFG,230,0,36,167,450,558,8501981,18848305,19882937,19997897
BWG,1008,0,0,0,0,233,802,811,811,811
BWINA,782,0,10,148,184,620,8830304,18880869,19885926,19997599
BWINB,8606,0,0,4,17,71,652,2831255,9281012,9997652
BWL.A,210,0,0,150,325,519,17528574,19751363,19973642,19998340
BWLD,76400,0,0,10,21,61,4718,17512376,19735063,19982029
BWP,48839,0,0,1,4,9,127,492,1157,19998119
BWS,56448,0,0,1,7,15,195,836,10592821,19997111
BWV,548,0,0,1,246,1714,5287,5544,5570,5573
BWX,1819,0,0,0,23,429,1637,17570468,19752125,19994532
BWZ,11888,0,0,0,8,8,503,726,1050,1054
BX,207808,0,0,1,5,9,24,1060,2350,19996265
BXC,1088,0,0,5,101,1801,3740,17824426,19782323,19999868
BXE,15480,0,0,0,0,3,58,91,8065798,9999790
BXMT,12159,0,0,0,3,16,812,1151,7842883,19997052
BXMX,6127,0,0,2,4,11,343,374,374,374
BXP,198563,0,2,8,22,58,216,2647,4729,19985988
BXP-B,435,0,0,0,155,604,894,1119,1119,1119
BXS,60457,0,0,0,3,6,37,600,4888955,19997656
BYBK,478,0,0,33,114,433,15844141,19583986,19957971,19999525
BYD,80663,0,0,0,1,6,14,370,416,19998676
BYFC,616,0,1,24,36,1496,4603813,18460237,19845879,19999840
BYLD,290,0,0,0,63,494,778,17098547,19707562,19997453
BYLK,459,0,0,20,207,344,12350939,19233676,19921950,19998425
BYM,608,0,0,0,64,302,432,484,484,484
BZC,667,0,0,0,130,280,10473263,19046385,19903698,19998955
BZF,1161,0,0,0,8,125,702,16129610,19611446,19998317
BZH,101827,0,0,0,2,7,118,456,948,19998406
BZM,362,0,0,0,45,317,440,440,440,440
BZQ,69712,0,0,0,5,11,46,2507,3403,19991217
BZT,2039,0,0,0,193,1101,1617,2522,2522,2522
C,1566715,0,0,0,1,5,12,44,1177,19995282
C+A,196,0,85,190,624,1799,2939,4640,4640,4640
C+B,178,0,1,20,46,81,585,585,585,585
C-C,557,0,0,1,3,595,758,758,758,758
C-J,434,0,0,0,0,196,768,1056,1056,1056
C-K,1352,0,0,0,0,0,790,790,790,790
C-L,194,0,0,0,268,661,1021,1191,1191,1191
C-N,533,0,0,0,0,185,947,947,947,947
C-P,88,0,0,0,344,598,598,598,598,598
CA,512729,0,0,1,4,9,18,356,956,19996955
CAAS,3171,0,0,0,4,83,503,16036741,19603113,19999377
CAB,99638,0,0,2,6,19,68,1104,1408,2505
CAC,15893,0,0,20,33,253,1009,13377067,19334337,19996256
CACB,4341,0,0,0,7,101,193,14574761,19457050,19999527
CACC,34392,0,0,12,56,118,4748,17245801,19709473,19983215
CACG,142,0,11,191,273,280,14320653,19431102,19942147,19998930
CACGU,246,0,0,73,309607,7802942,12298944,12748544,12793504,12798500
CACGW,86,0,0,300,1250,2737,11403346,19142223,19916111,20002099
CACH,2215,0,60,106,148,184,12624363,19270783,19935425,20009275
CACI,51354,0,0,5,11,23,499,2671,12096277,19991599
CACQ,21185,0,0,5,14,18,232,708,17351868,19999229
CADC,2237,0,0,0,33,101,269,14408514,19440372,19999468
CADT,78,0,0,27,177,267,14800567,19479165,19947025,19999010
CADTR,64,0,0,600,781,1600,7205827,18727151,19879284,20007299
CADTU,290,0,0,22,149,274,460,17099862,19709078,19998991
CADTW,122,0,0,200,800,1630,17789955,19786671,19986343,20008529
CAE,15022,0,0,0,1,2,146,7994065,12318293,12798763
CAF,2745,0,0,0,0,159,847,15423853,19539713,19997031
CAFE,1964,0,0,0,1,53,1683,16725832,19670804,19998024
CAG,307960,0,0,1,3,6,15,569,929,19996421
CAH,273950,0,0,3,8,15,39,655,1741,19991802
CAJ,33061,0,0,3,7,15,45,889,923,1181
CAK,560,0,0,31,624,944,4399,17764199,19780109,20004099
CAKE,123535,0,0,2,7,17,48,1519,14382404,19994756
CALA,13029,0,0,1,15,115,603,1889,17827126,19997850
CALD,26453,0,0,0,7,12,430,645,17353985,19998415
CALI,999,0,1,4,28,941,8249886,18824748,19882234,19999733
CALL,16662,0,0,0,4,8,339,3342048,18333571,19999296
CALM,38953,0,0,2,8,25,898,1534,16751864,19996581
CALX,18894,0,0,1,2,6,272,337,7638685,9999024
CAM,437138,0,0,2,6,11,30,331,977,19995485
CAMB,116,0,0,0,74,277,16133500,19612458,19960353,19999009
CAMBU,120,0,0,5,92,268,16000116,19599018,19958908,19998896
CAMBW,125,0,0,375,1000,2200,6645,7319,7386,7394
CAMP,39809,0,0,1,5,15,506,1710,12039118,19998219
CAMT,17144,0,0,2,6,25,141,633,17551194,19999687
CANE,2147,0,1,19,37,74,693,12844355,19283360,19998805
CANF,1209,0,0,1,10,86,96,8489220,9848619,9999664
CAP,9662,0,0,1,12,19,612,3900224,18387861,19997599
CAPE,66675,0,0,38,41,46,53,2109,1668522,9992377
CAPL,3033,0,0,0,24,299,1938,12416414,19237320,19995199
CAPN,1751,0,0,35,51,75,1025,16109694,19610783,19999793
CAPNW,806,0,334,787,1261,1725,15400747,19546283,19960837,20006899
CAR,128213,0,0,2,11,26,98,1238,9742678,19994159
CARA,9573,0,0,0,5,11,323,10428825,19041902,19998911
CARB,6673,0,0,0,17,31,447,6656700,18663948,19998087
CARO,220,0,0,47,268,390,17066208,19705364,19969280,19998604
CART,256,0,16,93,145,1101668,11629683,12682485,12787765,12799463
CARV,204,0,0,48,143,197,3336,17959912,19795392,19999335
CARZ,5253,0,0,1,4,13,1057,11245055,19121090,19996205
CAS,11507,0,0,0,1,6,174,287,8561809,9999376
CASH,5413,0,0,4,20,31,980,14585907,19455572,19996646
CASI,936,0,1,7,39,48,1331,16256797,19625525,19999829
CASM,1167,0,0,2,24,47,9393487,18939207,19893779,19999843
CASS,9411,0,0,18,137,383,3067,16694117,19664450,19994487
CASY,73872,0,0,3,14,31,280,2691,14899795,19990798
CAT,655512,0,0,3,6,10,27,1616,3986,19991972
CATM,60238,0,0,2,6,22,236,1005,12469973,19996538
CATO,29476,0,0,1,8,20,744,1594,15085315,19995697
CATY,70297,0,0,2,12,15,185,716,11213674,19997508
CATYW,9900,0,0,0,0,20,215,11393051,19138665,19999289
CAVM,179341,0,0,3,12,30,273,1629,3699295,19994303
CAW,28368,0,0,0,1714401,12685508,19268172,19926439,19992265,19999580
CB,225887,0,1,7,18,36,91,897,2053,19990216
CBA,1975,0,0,0,9,343,494,14234,18311,18765
CBAK,1158,0,0,7,53,201,13741967,19374015,19937220,19999799
CBAN,1294,0,0,0,3,139,12159069,19215215,19920830,19999232
CBAY,4504,0,0,4,30,85,307,13071683,19306042,19998749
CBB,13564,0,0,0,1,4,85,108,121,123
CBB-B,78,0,0,62,544,1768,17396028,19734822,19968701,19994688
CBD,174949,0,0,2,4,6,25,230,932,1517
CBF,18063,0,0,1,6,19,661,1334,17991231,19997477
CBFV,4896,0,1,1,1,1,361,11840861,19182295,19998010
CBG,263994,0,0,1,4,7,17,271,692,1154
CBI,244704,0,0,1,5,10,30,689,2492,19996531
CBIN,214,0,55,202,754,768,7324326,9729962,9970525,9997255
CBK,11114,0,0,0,1,6,150,261,8610989,9999472
CBL,88044,0,0,1,2,6,20,436,706,1485
CBL-D,148,0,0,239,640,687,15770348,19574595,19955020,19997290
CBL-E,114,0,0,406,649,709,984,1017,1017,1017
CBLI,4494,0,0,5,31,109,285,14713983,19471056,19999620
CBM,22172,0,0,3,6,10,398,913,933,1077
CBMG,453,0,68,150,441,800,4903341,18488742,19847282,19998231
CBMX,1787,0,0,1,19,53,497,7013,9682,9979
CBND,665,0,0,8,15,920,10500623,19047059,19901702,19996663
CBNJ,4733,0,0,1,4,73,257,8170094,18816207,19999109
CBNK,1634,0,0,82,165,469,16109169,19609433,19959460,19998352
CBOE,142154,0,0,5,16,26,79,1295,10827601,19993600
CBON,120,0,0,91,616,680,2167,2167,2167,2167
CBPO,5224,0,0,30,60,406,1982,14772271,19471093,19993185
CBPX,3830,0,0,0,8,74,494,17445539,19742732,19997976
CBR,6435,0,0,0,1,18,103,13566386,19356343,19999672
CBRL,64761,0,0,6,17,56,1490,4120,15365216,19986791
CBRX,1072,0,0,1,36,151,419,14640914,19463568,19999419
CBS,416693,0,0,2,6,9,17,359,1126,19994510
CBS.A,68521,0,0,16,26,27,386,1142,2873226,19994385
CBSH,87588,0,0,1,5,10,163,806,9052391,19995922
CBSHP,2552,0,0,10,11,28,716,15745690,19572237,19997409
CBT,69059,0,0,1,4,8,145,890,1010,19995653
CBU,28034,0,0,1,5,17,239,1154,6495299,9996609
CBZ,8751,0,0,0,1,7,245,281,15624920,19999138
CCA,1183,0,0,0,0,6,344,496,496,496
CCBG,7725,0,0,1,13,84,447,15708219,19569462,19998489
CCC,31058,0,0,2,7,10,144,825,14823490,19998017
CCCL,5803,0,0,0,0,0,1747,13893730,19390182,20000899
CCE,306295,0,0,2,6,10,21,335,897,19995762
CCF,1938,0,0,5,94,967,2650,17844031,19781202,19996444
CCG,7664,0,0,0,1,9,204,301,605,605
CCG-A,74,0,452,533,672,733,733,733,733,733
CCI,262425,0,0,3,7,11,32,1313,1864,9991316
CCI-A,567,0,0,0,317,2149,3025,4794,4794,4794
CCIH,12110,0,0,1,7,11,321,3256,17981110,19998820
CCJ,322116,0,0,1,3,8,16,304,485,19998573
CCK,136823,0,0,3,9,16,57,882,1200,1201
CCL,413407,0,0,1,4,9,18,344,932,9995618
